championName,itemId,itemName,total
Heimerdinger,3047,"Plated Steelcaps",2
Heimerdinger,2424,"Broken Stopwatch",1
Heimerdinger,3853,"Shard of True Ice",1
Heimerdinger,3145,"Hextech Alternator",1
Heimerdinger,2139,"Elixir of Sorcery",1
Heimerdinger,7012,"Liandry's Lament",1
Illaoi,3340,"Stealth Ward",19
Illaoi,3047,"Plated Steelcaps",16
Illaoi,3053,"Sterak's Gage",15
Illaoi,6632,"Divine Sunderer",15
Illaoi,2033,"Corrupting Potion",11
Illaoi,3044,Phage,5
Illaoi,1028,"Ruby Crystal",5
Illaoi,3076,"Bramble Vest",5
Illaoi,6630,Goredrinker,5
Illaoi,3181,Hullbreaker,5
Illaoi,3111,"Mercury's Treads",4
Illaoi,3065,"Spirit Visage",4
Illaoi,1031,"Chain Vest",3
Illaoi,3363,"Farsight Alteration",3
Illaoi,6333,"Death's Dance",3
Illaoi,3158,"Ionian Boots of Lucidity",3
Illaoi,6631,Stridebreaker,3
Illaoi,3133,"Caulfield's Warhammer",3
Illaoi,1029,"Cloth Armor",2
Illaoi,3193,"Gargoyle Stoneplate",2
Illaoi,1036,"Long Sword",2
Illaoi,3067,Kindlegem,2
Illaoi,3364,"Oracle Lens",2
Illaoi,3071,"Black Cleaver",2
Illaoi,1037,Pickaxe,2
Illaoi,3082,"Warden's Mail",1
Illaoi,3105,"Aegis of the Legion",1
Illaoi,3110,"Frozen Heart",1
Illaoi,3123,"Executioner's Calling",1
Illaoi,1011,"Giant's Belt",1
Illaoi,3143,"Randuin's Omen",1
Illaoi,1001,Boots,1
Illaoi,1033,"Null-Magic Mantle",1
Illaoi,3211,"Spectre's Cowl",1
Illaoi,3742,"Dead Man's Plate",1
Illaoi,4401,"Force of Nature",1
Illaoi,3075,Thornmail,1
Illaoi,3078,"Trinity Force",1
Illaoi,8001,"Anathema's Chains",1
Irelia,3153,"Blade of The Ruined King",147
Irelia,3047,"Plated Steelcaps",104
Irelia,3340,"Stealth Ward",85
Irelia,1055,"Doran's Blade",84
Irelia,3363,"Farsight Alteration",49
Irelia,6673,"Immortal Shieldbow",37
Irelia,3111,"Mercury's Treads",34
Irelia,3091,"Wit's End",29
Irelia,2033,"Corrupting Potion",29
Irelia,6632,"Divine Sunderer",26
Irelia,3364,"Oracle Lens",24
Irelia,3053,"Sterak's Gage",23
Irelia,6631,Stridebreaker,21
Irelia,1036,"Long Sword",20
Irelia,1053,"Vampiric Scepter",15
Irelia,1001,Boots,14
Irelia,3026,"Guardian Angel",14
Irelia,3078,"Trinity Force",14
Irelia,6670,Noonquiver,14
Irelia,3123,"Executioner's Calling",14
Irelia,1057,"Negatron Cloak",14
Irelia,3051,"Hearthbound Axe",13
Irelia,2055,"Control Ward",12
Irelia,3044,Phage,12
Irelia,1028,"Ruby Crystal",11
Irelia,1037,Pickaxe,10
Irelia,3067,Kindlegem,10
Irelia,1031,"Chain Vest",9
Irelia,3124,"Guinsoo's Rageblade",9
Irelia,2421,"Broken Stopwatch",8
Irelia,3181,Hullbreaker,8
Irelia,6333,"Death's Dance",8
Irelia,3143,"Randuin's Omen",6
Irelia,2420,Stopwatch,6
Irelia,6609,"Chempunk Chainsword",6
Irelia,6677,Rageknife,6
Irelia,2031,"Refillable Potion",5
Irelia,3057,Sheen,5
Irelia,1018,"Cloak of Agility",4
Irelia,1042,Dagger,4
Irelia,1043,"Recurve Bow",4
Irelia,6029,"Ironspike Whip",4
Irelia,6630,Goredrinker,4
Irelia,3082,"Warden's Mail",4
Irelia,1029,"Cloth Armor",3
Irelia,1033,"Null-Magic Mantle",3
Irelia,1083,Cull,3
Irelia,8001,"Anathema's Chains",3
Irelia,1038,"B. F. Sword",2
Irelia,3133,"Caulfield's Warhammer",2
Irelia,2422,"Slightly Magical Footwear",2
Irelia,3140,"Quicksilver Sash",2
Irelia,3065,"Spirit Visage",2
Irelia,3110,"Frozen Heart",2
Irelia,3077,Tiamat,2
Irelia,1054,"Doran's Shield",1
Irelia,2010,"Total Biscuit of Everlasting Will",1
Irelia,1026,"Blasting Wand",1
Irelia,3033,"Mortal Reminder",1
Irelia,3035,"Last Whisper",1
Irelia,3036,"Lord Dominik's Regards",1
Irelia,3042,Muramana,1
Irelia,3107,Redemption,1
Irelia,3157,"Zhonya's Hourglass",1
Irelia,3158,"Ionian Boots of Lucidity",1
Irelia,3211,"Spectre's Cowl",1
Irelia,6695,"Serpent's Fang",1
Irelia,7008,Bloodward,1
Irelia,1011,"Giant's Belt",1
Ivern,3364,"Oracle Lens",79
Ivern,3158,"Ionian Boots of Lucidity",68
Ivern,6617,"Moonstone Renewer",60
Ivern,1082,"Dark Seal",48
Ivern,3011,"Chemtech Putrifier",32
Ivern,2031,"Refillable Potion",29
Ivern,3157,"Zhonya's Hourglass",23
Ivern,3041,"Mejai's Soulstealer",20
Ivern,1052,"Amplifying Tome",18
Ivern,2055,"Control Ward",18
Ivern,3114,"Forbidden Idol",13
Ivern,3067,Kindlegem,12
Ivern,3117,"Mobility Boots",11
Ivern,2065,"Shurelya's Battlesong",9
Ivern,6616,"Staff of Flowing Water",9
Ivern,3916,"Oblivion Orb",8
Ivern,3108,"Fiendish Codex",8
Ivern,4642,"Bandleglass Mirror",6
Ivern,2424,"Broken Stopwatch",5
Ivern,3107,Redemption,5
Ivern,3504,"Ardent Censer",3
Ivern,1028,"Ruby Crystal",2
Ivern,2423,"Perfectly Timed Stopwatch",2
Ivern,1004,"Faerie Charm",2
Ivern,4629,"Cosmic Drive",2
Ivern,1029,"Cloth Armor",1
Ivern,1058,"Needlessly Large Rod",1
Ivern,3222,"Mikael's Blessing",1
Ivern,4005,"Imperial Mandate",1
Janna,3364,"Oracle Lens",166
Janna,3853,"Shard of True Ice",150
Janna,3158,"Ionian Boots of Lucidity",94
Janna,2065,"Shurelya's Battlesong",67
Janna,2055,"Control Ward",65
Janna,1082,"Dark Seal",61
Janna,3011,"Chemtech Putrifier",51
Janna,3009,"Boots of Swiftness",50
Janna,6617,"Moonstone Renewer",46
Janna,4005,"Imperial Mandate",36
Janna,4642,"Bandleglass Mirror",29
Janna,3916,"Oblivion Orb",27
Janna,1052,"Amplifying Tome",24
Janna,3114,"Forbidden Idol",22
Janna,3041,"Mejai's Soulstealer",18
Janna,1004,"Faerie Charm",16
Janna,3067,Kindlegem,15
Janna,3851,Frostfang,13
Janna,2031,"Refillable Potion",13
Janna,3117,"Mobility Boots",13
Janna,3504,"Ardent Censer",12
Janna,1028,"Ruby Crystal",10
Janna,3222,"Mikael's Blessing",9
Janna,6616,"Staff of Flowing Water",8
Janna,4643,"Vigilant Wardstone",7
Janna,1001,Boots,6
Janna,3047,"Plated Steelcaps",4
Janna,3082,"Warden's Mail",3
Janna,3107,Redemption,3
Janna,2003,"Health Potion",2
Janna,2421,"Broken Stopwatch",2
Janna,3860,"Bulwark of the Mountain",2
Janna,1057,"Negatron Cloak",2
Janna,3108,"Fiendish Codex",2
Janna,3859,"Targon's Buckler",2
Janna,3020,"Sorcerer's Shoes",1
Janna,3024,"Glacial Buckler",1
Janna,3340,"Stealth Ward",1
Janna,4629,"Cosmic Drive",1
Janna,4636,"Night Harvester",1
Janna,4638,"Watchful Wardstone",1
Janna,3211,"Spectre's Cowl",1
Janna,3143,"Randuin's Omen",1
Janna,3066,"Winged Moonplate",1
Janna,3363,"Farsight Alteration",1
Janna,6656,Everfrost,1
Janna,7021,Starcaster,1
JarvanIV,3364,"Oracle Lens",42
JarvanIV,3047,"Plated Steelcaps",26
JarvanIV,6630,Goredrinker,18
JarvanIV,1028,"Ruby Crystal",15
JarvanIV,2055,"Control Ward",15
JarvanIV,3053,"Sterak's Gage",13
JarvanIV,2031,"Refillable Potion",10
JarvanIV,6631,Stridebreaker,10
JarvanIV,3158,"Ionian Boots of Lucidity",7
JarvanIV,3111,"Mercury's Treads",7
JarvanIV,3044,Phage,7
JarvanIV,3067,Kindlegem,7
JarvanIV,1029,"Cloth Armor",6
JarvanIV,6662,"Frostfire Gauntlet",5
JarvanIV,3075,Thornmail,4
JarvanIV,1031,"Chain Vest",4
JarvanIV,1036,"Long Sword",4
JarvanIV,3026,"Guardian Angel",4
JarvanIV,1037,Pickaxe,4
JarvanIV,3076,"Bramble Vest",3
JarvanIV,1033,"Null-Magic Mantle",3
JarvanIV,3133,"Caulfield's Warhammer",3
JarvanIV,3134,"Serrated Dirk",3
JarvanIV,3157,"Zhonya's Hourglass",3
JarvanIV,2420,Stopwatch,3
JarvanIV,8001,"Anathema's Chains",3
JarvanIV,3071,"Black Cleaver",3
JarvanIV,2421,"Broken Stopwatch",3
JarvanIV,3082,"Warden's Mail",2
JarvanIV,3110,"Frozen Heart",2
JarvanIV,3117,"Mobility Boots",2
JarvanIV,3123,"Executioner's Calling",2
JarvanIV,3142,"Youmuu's Ghostblade",2
JarvanIV,1011,"Giant's Belt",2
JarvanIV,3853,"Shard of True Ice",2
JarvanIV,6693,"Prowler's Claw",2
JarvanIV,6695,"Serpent's Fang",2
JarvanIV,3068,"Sunfire Aegis",2
JarvanIV,1054,"Doran's Shield",1
JarvanIV,3065,"Spirit Visage",1
JarvanIV,3083,"Warmog's Armor",1
JarvanIV,3181,Hullbreaker,1
JarvanIV,3340,"Stealth Ward",1
JarvanIV,3363,"Farsight Alteration",1
JarvanIV,3105,"Aegis of the Legion",1
JarvanIV,3504,"Ardent Censer",1
JarvanIV,3748,"Titanic Hydra",1
JarvanIV,3814,"Edge of Night",1
JarvanIV,3107,Redemption,1
JarvanIV,3066,"Winged Moonplate",1
JarvanIV,2424,"Broken Stopwatch",1
JarvanIV,6632,"Divine Sunderer",1
JarvanIV,1082,"Dark Seal",1
JarvanIV,6664,"Turbo Chemtank",1
JarvanIV,6676,"The Collector",1
JarvanIV,6692,Eclipse,1
JarvanIV,3070,"Tear of the Goddess",1
JarvanIV,2065,"Shurelya's Battlesong",1
JarvanIV,1035,Emberknife,1
Jax,3340,"Stealth Ward",188
Jax,2033,"Corrupting Potion",111
Jax,6632,"Divine Sunderer",99
Jax,3153,"Blade of The Ruined King",94
Jax,3047,"Plated Steelcaps",77
Jax,3078,"Trinity Force",66
Jax,3111,"Mercury's Treads",42
Jax,3181,Hullbreaker,39
Jax,3053,"Sterak's Gage",35
Jax,3071,"Black Cleaver",35
Jax,3158,"Ionian Boots of Lucidity",32
Jax,3067,Kindlegem,29
Jax,1028,"Ruby Crystal",27
Jax,2055,"Control Ward",26
Jax,1055,"Doran's Blade",26
Jax,3044,Phage,23
Jax,3091,"Wit's End",23
Jax,1037,Pickaxe,21
Jax,1036,"Long Sword",18
Jax,3133,"Caulfield's Warhammer",18
Jax,3006,"Berserker's Greaves",15
Jax,3057,Sheen,14
Jax,1043,"Recurve Bow",14
Jax,1053,"Vampiric Scepter",13
Jax,1001,Boots,11
Jax,3123,"Executioner's Calling",11
Jax,2422,"Slightly Magical Footwear",10
Jax,3748,"Titanic Hydra",10
Jax,1042,Dagger,7
Jax,1057,"Negatron Cloak",7
Jax,3051,"Hearthbound Axe",5
Jax,3143,"Randuin's Omen",5
Jax,6333,"Death's Dance",5
Jax,8001,"Anathema's Chains",5
Jax,2421,"Broken Stopwatch",5
Jax,1029,"Cloth Armor",4
Jax,1054,"Doran's Shield",4
Jax,6673,"Immortal Shieldbow",4
Jax,3508,"Essence Reaver",4
Jax,1011,"Giant's Belt",3
Jax,1031,"Chain Vest",3
Jax,1083,Cull,3
Jax,3075,Thornmail,3
Jax,3363,"Farsight Alteration",3
Jax,6609,"Chempunk Chainsword",3
Jax,3026,"Guardian Angel",3
Jax,1033,"Null-Magic Mantle",2
Jax,1038,"B. F. Sword",2
Jax,2031,"Refillable Potion",2
Jax,3110,"Frozen Heart",2
Jax,3070,"Tear of the Goddess",2
Jax,3077,Tiamat,2
Jax,3066,"Winged Moonplate",2
Jax,2420,Stopwatch,2
Jax,6675,"Navori Quickblades",2
Jax,3024,"Glacial Buckler",1
Jax,3193,"Gargoyle Stoneplate",1
Jax,3211,"Spectre's Cowl",1
Jax,3009,"Boots of Swiftness",1
Jax,1082,"Dark Seal",1
Jax,3001,"Abyssal Mask",1
Jax,3076,"Bramble Vest",1
Jax,3117,"Mobility Boots",1
Jax,6631,Stridebreaker,1
Jax,2010,"Total Biscuit of Everlasting Will",1
Jax,3140,"Quicksilver Sash",1
Jax,3036,"Lord Dominik's Regards",1
Jax,6677,Rageknife,1
Jax,3082,"Warden's Mail",1
Jayce,6692,Eclipse,202
Jayce,3158,"Ionian Boots of Lucidity",148
Jayce,3042,Muramana,141
Jayce,1055,"Doran's Blade",117
Jayce,3363,"Farsight Alteration",109
Jayce,3340,"Stealth Ward",85
Jayce,1036,"Long Sword",70
Jayce,3070,"Tear of the Goddess",48
Jayce,6695,"Serpent's Fang",47
Jayce,6694,"Serylda's Grudge",46
Jayce,3134,"Serrated Dirk",40
Jayce,3123,"Executioner's Calling",39
Jayce,3133,"Caulfield's Warhammer",35
Jayce,3047,"Plated Steelcaps",34
Jayce,3035,"Last Whisper",25
Jayce,3364,"Oracle Lens",21
Jayce,2031,"Refillable Potion",20
Jayce,3814,"Edge of Night",17
Jayce,3004,Manamune,16
Jayce,6609,"Chempunk Chainsword",15
Jayce,2422,"Slightly Magical Footwear",12
Jayce,3111,"Mercury's Treads",11
Jayce,2055,"Control Ward",11
Jayce,2033,"Corrupting Potion",10
Jayce,1053,"Vampiric Scepter",9
Jayce,1037,Pickaxe,8
Jayce,1083,Cull,8
Jayce,3155,Hexdrinker,8
Jayce,3156,"Maw of Malmortius",8
Jayce,2421,"Broken Stopwatch",8
Jayce,3026,"Guardian Angel",5
Jayce,6676,"The Collector",5
Jayce,1001,Boots,4
Jayce,3071,"Black Cleaver",4
Jayce,3140,"Quicksilver Sash",3
Jayce,1018,"Cloak of Agility",2
Jayce,3036,"Lord Dominik's Regards",2
Jayce,1028,"Ruby Crystal",2
Jayce,3142,"Youmuu's Ghostblade",2
Jayce,3082,"Warden's Mail",1
Jayce,3181,Hullbreaker,1
Jayce,3508,"Essence Reaver",1
Jayce,6631,Stridebreaker,1
Jayce,2140,"Elixir of Wrath",1
Jayce,3009,"Boots of Swiftness",1
Jayce,1033,"Null-Magic Mantle",1
Jhin,6671,Galeforce,212
Jhin,3009,"Boots of Swiftness",211
Jhin,3363,"Farsight Alteration",207
Jhin,6676,"The Collector",117
Jhin,1055,"Doran's Blade",89
Jhin,3094,"Rapid Firecannon",80
Jhin,1018,"Cloak of Agility",58
Jhin,2031,"Refillable Potion",41
Jhin,3036,"Lord Dominik's Regards",39
Jhin,3031,"Infinity Edge",38
Jhin,2055,"Control Ward",38
Jhin,1036,"Long Sword",34
Jhin,1037,Pickaxe,34
Jhin,3340,"Stealth Ward",33
Jhin,3134,"Serrated Dirk",32
Jhin,1038,"B. F. Sword",31
Jhin,3035,"Last Whisper",19
Jhin,6695,"Serpent's Fang",18
Jhin,3086,Zeal,17
Jhin,3047,"Plated Steelcaps",16
Jhin,3123,"Executioner's Calling",15
Jhin,3026,"Guardian Angel",10
Jhin,1042,Dagger,10
Jhin,2015,"Kircheis Shard",10
Jhin,6693,"Prowler's Claw",10
Jhin,6670,Noonquiver,8
Jhin,6692,Eclipse,6
Jhin,3033,"Mortal Reminder",5
Jhin,3072,Bloodthirster,4
Jhin,3006,"Berserker's Greaves",4
Jhin,2003,"Health Potion",4
Jhin,3095,Stormrazor,4
Jhin,1001,Boots,3
Jhin,2420,Stopwatch,3
Jhin,3111,"Mercury's Treads",3
Jhin,2421,"Broken Stopwatch",3
Jhin,6691,"Duskblade of Draktharr",3
Jhin,6694,"Serylda's Grudge",3
Jhin,3142,"Youmuu's Ghostblade",2
Jhin,2010,"Total Biscuit of Everlasting Will",2
Jhin,3158,"Ionian Boots of Lucidity",1
Jhin,3181,Hullbreaker,1
Jhin,1043,"Recurve Bow",1
Jhin,1033,"Null-Magic Mantle",1
Jhin,1054,"Doran's Shield",1
Jhin,1053,"Vampiric Scepter",1
Jhin,3091,"Wit's End",1
Jhin,3108,"Fiendish Codex",1
Jhin,3140,"Quicksilver Sash",1
Jhin,3155,Hexdrinker,1
Jhin,1083,Cull,1
Jinx,3006,"Berserker's Greaves",255
Jinx,3363,"Farsight Alteration",234
Jinx,6672,"Kraken Slayer",201
Jinx,1055,"Doran's Blade",168
Jinx,3046,"Phantom Dancer",94
Jinx,3031,"Infinity Edge",83
Jinx,3085,"Runaan's Hurricane",82
Jinx,1018,"Cloak of Agility",54
Jinx,3036,"Lord Dominik's Regards",50
Jinx,1036,"Long Sword",44
Jinx,1038,"B. F. Sword",43
Jinx,6671,Galeforce,41
Jinx,3340,"Stealth Ward",33
Jinx,2055,"Control Ward",31
Jinx,1042,Dagger,31
Jinx,3086,Zeal,29
Jinx,1037,Pickaxe,26
Jinx,3094,"Rapid Firecannon",26
Jinx,2031,"Refillable Potion",23
Jinx,3035,"Last Whisper",18
Jinx,3123,"Executioner's Calling",15
Jinx,2421,"Broken Stopwatch",13
Jinx,6673,"Immortal Shieldbow",13
Jinx,3072,Bloodthirster,11
Jinx,1083,Cull,9
Jinx,6670,Noonquiver,9
Jinx,3026,"Guardian Angel",8
Jinx,3095,Stormrazor,6
Jinx,3047,"Plated Steelcaps",6
Jinx,2420,Stopwatch,5
Jinx,3139,"Mercurial Scimitar",5
Jinx,2003,"Health Potion",4
Jinx,3155,Hexdrinker,4
Jinx,2015,"Kircheis Shard",3
Jinx,1001,Boots,3
Jinx,3140,"Quicksilver Sash",3
Jinx,1053,"Vampiric Scepter",3
Jinx,1029,"Cloth Armor",2
Jinx,1031,"Chain Vest",2
Jinx,1033,"Null-Magic Mantle",2
Jinx,3033,"Mortal Reminder",2
Jinx,3091,"Wit's End",2
Jinx,2010,"Total Biscuit of Everlasting Will",2
Jinx,6676,"The Collector",2
Jinx,1054,"Doran's Shield",2
Jinx,1057,"Negatron Cloak",1
Jinx,2422,"Slightly Magical Footwear",1
Jinx,3134,"Serrated Dirk",1
Jinx,3153,"Blade of The Ruined King",1
Jinx,6691,"Duskblade of Draktharr",1
Jinx,6695,"Serpent's Fang",1
Kaisa,3006,"Berserker's Greaves",358
Kaisa,3363,"Farsight Alteration",350
Kaisa,6672,"Kraken Slayer",302
Kaisa,1055,"Doran's Blade",241
Kaisa,3046,"Phantom Dancer",204
Kaisa,6676,"The Collector",139
Kaisa,1036,"Long Sword",102
Kaisa,3031,"Infinity Edge",76
Kaisa,6671,Galeforce,76
Kaisa,3036,"Lord Dominik's Regards",66
Kaisa,1037,Pickaxe,56
Kaisa,1038,"B. F. Sword",56
Kaisa,3134,"Serrated Dirk",56
Kaisa,1018,"Cloak of Agility",53
Kaisa,3340,"Stealth Ward",49
Kaisa,1042,Dagger,45
Kaisa,3086,Zeal,34
Kaisa,3085,"Runaan's Hurricane",31
Kaisa,3026,"Guardian Angel",31
Kaisa,2031,"Refillable Potion",30
Kaisa,2055,"Control Ward",29
Kaisa,3035,"Last Whisper",22
Kaisa,3033,"Mortal Reminder",22
Kaisa,2421,"Broken Stopwatch",21
Kaisa,1001,Boots,21
Kaisa,2420,Stopwatch,19
Kaisa,3123,"Executioner's Calling",18
Kaisa,6670,Noonquiver,18
Kaisa,2422,"Slightly Magical Footwear",15
Kaisa,3094,"Rapid Firecannon",12
Kaisa,6695,"Serpent's Fang",11
Kaisa,1083,Cull,8
Kaisa,2010,"Total Biscuit of Everlasting Will",7
Kaisa,3091,"Wit's End",7
Kaisa,3072,Bloodthirster,6
Kaisa,3364,"Oracle Lens",6
Kaisa,3156,"Maw of Malmortius",5
Kaisa,3139,"Mercurial Scimitar",4
Kaisa,3157,"Zhonya's Hourglass",3
Kaisa,3124,"Guinsoo's Rageblade",3
Kaisa,2003,"Health Potion",3
Kaisa,1031,"Chain Vest",3
Kaisa,3115,"Nashor's Tooth",3
Kaisa,1033,"Null-Magic Mantle",2
Kaisa,3155,Hexdrinker,2
Kaisa,3140,"Quicksilver Sash",1
Kaisa,3142,"Youmuu's Ghostblade",1
Kaisa,3400,"Your Cut",1
Kaisa,3508,"Essence Reaver",1
Kaisa,7007,"Wyrmfallen Sacrifice",1
Kaisa,1029,"Cloth Armor",1
Kaisa,2015,"Kircheis Shard",1
Kaisa,1082,"Dark Seal",1
Kaisa,1057,"Negatron Cloak",1
Kaisa,1043,"Recurve Bow",1
Kaisa,3047,"Plated Steelcaps",1
Kalista,3006,"Berserker's Greaves",260
Kalista,3363,"Farsight Alteration",228
Kalista,6673,"Immortal Shieldbow",226
Kalista,1055,"Doran's Blade",161
Kalista,3085,"Runaan's Hurricane",143
Kalista,1042,Dagger,75
Kalista,3124,"Guinsoo's Rageblade",70
Kalista,3340,"Stealth Ward",39
Kalista,1053,"Vampiric Scepter",38
Kalista,3091,"Wit's End",37
Kalista,3086,Zeal,34
Kalista,3072,Bloodthirster,34
Kalista,2031,"Refillable Potion",33
Kalista,6677,Rageknife,29
Kalista,2055,"Control Ward",27
Kalista,1018,"Cloak of Agility",25
Kalista,1036,"Long Sword",23
Kalista,3026,"Guardian Angel",19
Kalista,1038,"B. F. Sword",17
Kalista,3123,"Executioner's Calling",16
Kalista,6670,Noonquiver,12
Kalista,3046,"Phantom Dancer",12
Kalista,3143,"Randuin's Omen",11
Kalista,3035,"Last Whisper",11
Kalista,3036,"Lord Dominik's Regards",11
Kalista,2420,Stopwatch,9
Kalista,3082,"Warden's Mail",9
Kalista,2421,"Broken Stopwatch",7
Kalista,3140,"Quicksilver Sash",7
Kalista,6632,"Divine Sunderer",7
Kalista,3153,"Blade of The Ruined King",7
Kalista,3033,"Mortal Reminder",6
Kalista,3748,"Titanic Hydra",6
Kalista,6672,"Kraken Slayer",5
Kalista,3067,Kindlegem,5
Kalista,3181,Hullbreaker,5
Kalista,1029,"Cloth Armor",5
Kalista,1033,"Null-Magic Mantle",4
Kalista,3047,"Plated Steelcaps",4
Kalista,6695,"Serpent's Fang",4
Kalista,3139,"Mercurial Scimitar",4
Kalista,2003,"Health Potion",3
Kalista,1028,"Ruby Crystal",3
Kalista,1031,"Chain Vest",3
Kalista,1057,"Negatron Cloak",3
Kalista,1083,Cull,3
Kalista,6630,Goredrinker,3
Kalista,6631,Stridebreaker,3
Kalista,3051,"Hearthbound Axe",3
Kalista,1011,"Giant's Belt",2
Kalista,3044,Phage,2
Kalista,3031,"Infinity Edge",2
Kalista,3078,"Trinity Force",2
Kalista,1001,Boots,2
Kalista,3057,Sheen,2
Kalista,1037,Pickaxe,1
Kalista,1054,"Doran's Shield",1
Kalista,3364,"Oracle Lens",1
Kalista,3077,Tiamat,1
Kalista,3155,Hexdrinker,1
Kalista,8001,"Anathema's Chains",1
Karma,3158,"Ionian Boots of Lucidity",495
Karma,3364,"Oracle Lens",454
Karma,3853,"Shard of True Ice",405
Karma,2065,"Shurelya's Battlesong",372
Karma,2055,"Control Ward",197
Karma,3011,"Chemtech Putrifier",191
Karma,3114,"Forbidden Idol",118
Karma,1052,"Amplifying Tome",109
Karma,3916,"Oblivion Orb",101
Karma,1082,"Dark Seal",100
Karma,6617,"Moonstone Renewer",99
Karma,6616,"Staff of Flowing Water",70
Karma,4642,"Bandleglass Mirror",62
Karma,2031,"Refillable Potion",54
Karma,3363,"Farsight Alteration",50
Karma,3067,Kindlegem,47
Karma,3504,"Ardent Censer",44
Karma,3851,Frostfang,41
Karma,3340,"Stealth Ward",38
Karma,1056,"Doran's Ring",37
Karma,4643,"Vigilant Wardstone",35
Karma,1004,"Faerie Charm",33
Karma,3222,"Mikael's Blessing",24
Karma,3107,Redemption,21
Karma,3041,"Mejai's Soulstealer",19
Karma,1028,"Ruby Crystal",16
Karma,3108,"Fiendish Codex",15
Karma,1001,Boots,14
Karma,2421,"Broken Stopwatch",13
Karma,3157,"Zhonya's Hourglass",12
Karma,4005,"Imperial Mandate",11
Karma,1057,"Negatron Cloak",10
Karma,2033,"Corrupting Potion",10
Karma,3860,"Bulwark of the Mountain",10
Karma,3850,"Spellthief's Edge",8
Karma,6656,Everfrost,8
Karma,2010,"Total Biscuit of Everlasting Will",8
Karma,3111,"Mercury's Treads",7
Karma,3117,"Mobility Boots",6
Karma,2003,"Health Potion",6
Karma,4629,"Cosmic Drive",6
Karma,3047,"Plated Steelcaps",5
Karma,2420,Stopwatch,5
Karma,2424,"Broken Stopwatch",4
Karma,3009,"Boots of Swiftness",4
Karma,1029,"Cloth Armor",4
Karma,4638,"Watchful Wardstone",3
Karma,3070,"Tear of the Goddess",3
Karma,3190,"Locket of the Iron Solari",3
Karma,3020,"Sorcerer's Shoes",2
Karma,3040,"Seraph's Embrace",2
Karma,3110,"Frozen Heart",2
Karma,3191,"Seeker's Armguard",2
Karma,2423,"Perfectly Timed Stopwatch",2
Karma,1011,"Giant's Belt",2
Karma,1033,"Null-Magic Mantle",2
Karma,1036,"Long Sword",2
Karma,6653,"Liandry's Anguish",2
Karma,2422,"Slightly Magical Footwear",2
Karma,3082,"Warden's Mail",1
Karma,3024,"Glacial Buckler",1
Karma,3001,"Abyssal Mask",1
Karma,3801,"Crystalline Bracer",1
Karma,3859,"Targon's Buckler",1
Karma,3165,Morellonomicon,1
Karma,3109,"Knight's Vow",1
Karma,3102,"Banshee's Veil",1
Karma,7021,Starcaster,1
Karma,8001,"Anathema's Chains",1
Karthus,3020,"Sorcerer's Shoes",211
Karthus,6653,"Liandry's Anguish",161
Karthus,3157,"Zhonya's Hourglass",147
Karthus,3364,"Oracle Lens",121
Karthus,1082,"Dark Seal",98
Karthus,3363,"Farsight Alteration",74
Karthus,3135,"Void Staff",54
Karthus,3916,"Oblivion Orb",49
Karthus,6655,"Luden's Tempest",47
Karthus,3165,Morellonomicon,47
Karthus,1052,"Amplifying Tome",46
Karthus,3089,"Rabadon's Deathcap",43
Karthus,1058,"Needlessly Large Rod",39
Karthus,3041,"Mejai's Soulstealer",30
Karthus,2031,"Refillable Potion",28
Karthus,3340,"Stealth Ward",27
Karthus,1026,"Blasting Wand",26
Karthus,2055,"Control Ward",24
Karthus,1056,"Doran's Ring",24
Karthus,4637,"Demonic Embrace",24
Karthus,4630,"Blighting Jewel",21
Karthus,3108,"Fiendish Codex",14
Karthus,2420,Stopwatch,13
Karthus,3802,"Lost Chapter",9
Karthus,2421,"Broken Stopwatch",9
Karthus,3102,"Banshee's Veil",7
Karthus,3070,"Tear of the Goddess",7
Karthus,3853,"Shard of True Ice",6
Karthus,1001,Boots,6
Karthus,3191,"Seeker's Armguard",5
Karthus,3116,"Rylai's Crystal Scepter",5
Karthus,1029,"Cloth Armor",4
Karthus,1027,"Sapphire Crystal",4
Karthus,1011,"Giant's Belt",4
Karthus,1028,"Ruby Crystal",3
Karthus,3040,"Seraph's Embrace",2
Karthus,1039,Hailblade,2
Karthus,7012,"Liandry's Lament",2
Karthus,4632,"Verdant Barrier",1
Karthus,2424,"Broken Stopwatch",1
Karthus,2422,"Slightly Magical Footwear",1
Karthus,3115,"Nashor's Tooth",1
Karthus,3513,"Eye of the Herald",1
Kassadin,6656,Everfrost,118
Kassadin,1082,"Dark Seal",106
Kassadin,3157,"Zhonya's Hourglass",80
Kassadin,3340,"Stealth Ward",79
Kassadin,3364,"Oracle Lens",78
Kassadin,3070,"Tear of the Goddess",75
Kassadin,3040,"Seraph's Embrace",68
Kassadin,3020,"Sorcerer's Shoes",60
Kassadin,3158,"Ionian Boots of Lucidity",56
Kassadin,3110,"Frozen Heart",30
Kassadin,3041,"Mejai's Soulstealer",29
Kassadin,1052,"Amplifying Tome",27
Kassadin,3111,"Mercury's Treads",26
Kassadin,1058,"Needlessly Large Rod",25
Kassadin,3108,"Fiendish Codex",24
Kassadin,2031,"Refillable Potion",23
Kassadin,3135,"Void Staff",20
Kassadin,6655,"Luden's Tempest",20
Kassadin,3916,"Oblivion Orb",17
