championName,itemId,itemName,winCount,totalCount,winRatio
Janna,3850,"Spellthief's Edge",3,5,0.6000
Janna,6616,"Staff of Flowing Water",25,42,0.5952
Janna,3011,"Chemtech Putrifier",126,217,0.5806
Janna,6617,"Moonstone Renewer",108,188,0.5745
Janna,3114,"Forbidden Idol",75,131,0.5725
Janna,3107,Redemption,18,32,0.5625
Janna,3222,"Mikael's Blessing",19,34,0.5588
Janna,3853,"Shard of True Ice",335,622,0.5386
Janna,2065,"Shurelya's Battlesong",180,336,0.5357
Janna,3158,"Ionian Boots of Lucidity",222,419,0.5298
Janna,4005,"Imperial Mandate",48,91,0.5275
Janna,1052,"Amplifying Tome",66,126,0.5238
Janna,3190,"Locket of the Iron Solari",4,8,0.5000
Janna,1001,Boots,16,32,0.5000
Janna,1028,"Ruby Crystal",13,26,0.5000
Janna,3157,"Zhonya's Hourglass",1,2,0.5000
Janna,3111,"Mercury's Treads",3,6,0.5000
Janna,3110,"Frozen Heart",1,2,0.5000
Janna,1082,"Dark Seal",130,263,0.4943
Janna,3009,"Boots of Swiftness",69,149,0.4631
Janna,3117,"Mobility Boots",25,55,0.4545
Janna,3916,"Oblivion Orb",52,120,0.4333
Janna,1004,"Faerie Charm",24,59,0.4068
Janna,3082,"Warden's Mail",2,5,0.4000
Janna,4642,"Bandleglass Mirror",37,100,0.3700
Janna,4629,"Cosmic Drive",1,3,0.3333
Janna,3105,"Aegis of the Legion",1,3,0.3333
Janna,4638,"Watchful Wardstone",1,3,0.3333
Janna,1029,"Cloth Armor",2,6,0.3333
Janna,3067,Kindlegem,22,71,0.3099
Janna,3851,Frostfang,10,50,0.2000
Janna,3860,"Bulwark of the Mountain",1,7,0.1429
JarvanIV,3513,"Eye of the Herald",3,3,1.0000
JarvanIV,3181,Hullbreaker,1,1,1.0000
JarvanIV,6333,"Death's Dance",1,1,1.0000
JarvanIV,6691,"Duskblade of Draktharr",1,1,1.0000
JarvanIV,6676,"The Collector",1,1,1.0000
JarvanIV,6616,"Staff of Flowing Water",1,1,1.0000
JarvanIV,3024,"Glacial Buckler",1,1,1.0000
JarvanIV,3156,"Maw of Malmortius",1,1,1.0000
JarvanIV,3070,"Tear of the Goddess",1,1,1.0000
JarvanIV,3066,"Winged Moonplate",1,1,1.0000
JarvanIV,2424,"Broken Stopwatch",1,1,1.0000
JarvanIV,6609,"Chempunk Chainsword",3,3,1.0000
JarvanIV,4401,"Force of Nature",2,2,1.0000
JarvanIV,3193,"Gargoyle Stoneplate",6,7,0.8571
JarvanIV,3026,"Guardian Angel",11,13,0.8462
JarvanIV,3222,"Mikael's Blessing",3,4,0.7500
JarvanIV,3071,"Black Cleaver",10,14,0.7143
JarvanIV,2421,"Broken Stopwatch",14,20,0.7000
JarvanIV,8001,"Anathema's Chains",7,10,0.7000
JarvanIV,1031,"Chain Vest",9,13,0.6923
JarvanIV,3110,"Frozen Heart",2,3,0.6667
JarvanIV,2422,"Slightly Magical Footwear",2,3,0.6667
JarvanIV,3211,"Spectre's Cowl",2,3,0.6667
JarvanIV,3075,Thornmail,13,20,0.6500
JarvanIV,3053,"Sterak's Gage",49,82,0.5976
JarvanIV,3123,"Executioner's Calling",4,7,0.5714
JarvanIV,3143,"Randuin's Omen",4,7,0.5714
JarvanIV,6695,"Serpent's Fang",4,7,0.5714
JarvanIV,3111,"Mercury's Treads",30,53,0.5660
JarvanIV,3748,"Titanic Hydra",7,13,0.5385
JarvanIV,6630,Goredrinker,64,120,0.5333
JarvanIV,3076,"Bramble Vest",16,30,0.5333
JarvanIV,6662,"Frostfire Gauntlet",11,21,0.5238
JarvanIV,1029,"Cloth Armor",13,25,0.5200
JarvanIV,6631,Stridebreaker,17,33,0.5152
JarvanIV,3134,"Serrated Dirk",3,6,0.5000
JarvanIV,1057,"Negatron Cloak",1,2,0.5000
JarvanIV,3082,"Warden's Mail",2,4,0.5000
JarvanIV,3105,"Aegis of the Legion",2,4,0.5000
JarvanIV,3001,"Abyssal Mask",1,2,0.5000
JarvanIV,3065,"Spirit Visage",1,2,0.5000
JarvanIV,1018,"Cloak of Agility",1,2,0.5000
JarvanIV,3117,"Mobility Boots",1,2,0.5000
JarvanIV,3047,"Plated Steelcaps",52,110,0.4727
JarvanIV,2420,Stopwatch,4,9,0.4444
JarvanIV,3158,"Ionian Boots of Lucidity",12,27,0.4444
JarvanIV,1033,"Null-Magic Mantle",3,7,0.4286
JarvanIV,1036,"Long Sword",8,19,0.4211
JarvanIV,3068,"Sunfire Aegis",2,5,0.4000
JarvanIV,1028,"Ruby Crystal",21,53,0.3962
JarvanIV,3157,"Zhonya's Hourglass",3,8,0.3750
JarvanIV,3067,Kindlegem,9,24,0.3750
JarvanIV,1011,"Giant's Belt",4,11,0.3636
JarvanIV,3044,Phage,12,35,0.3429
JarvanIV,1037,Pickaxe,7,21,0.3333
JarvanIV,3142,"Youmuu's Ghostblade",1,3,0.3333
JarvanIV,6693,"Prowler's Claw",1,3,0.3333
JarvanIV,6632,"Divine Sunderer",1,3,0.3333
JarvanIV,6664,"Turbo Chemtank",1,4,0.2500
JarvanIV,1038,"B. F. Sword",1,4,0.2500
JarvanIV,3107,Redemption,1,5,0.2000
JarvanIV,3133,"Caulfield's Warhammer",1,5,0.2000
JarvanIV,1001,Boots,1,6,0.1667
Jax,3074,"Ravenous Hydra",1,1,1.0000
Jax,3105,"Aegis of the Legion",1,1,1.0000
Jax,6677,Rageknife,1,1,1.0000
Jax,3020,"Sorcerer's Shoes",1,1,1.0000
Jax,6035,"Silvermere Dawn",2,2,1.0000
Jax,3157,"Zhonya's Hourglass",1,1,1.0000
Jax,3046,"Phantom Dancer",1,1,1.0000
Jax,4633,Riftmaker,1,1,1.0000
Jax,3124,"Guinsoo's Rageblade",1,1,1.0000
Jax,1038,"B. F. Sword",6,7,0.8571
Jax,3026,"Guardian Angel",9,12,0.7500
Jax,3193,"Gargoyle Stoneplate",3,4,0.7500
Jax,8001,"Anathema's Chains",7,10,0.7000
Jax,1031,"Chain Vest",12,18,0.6667
Jax,6609,"Chempunk Chainsword",6,9,0.6667
Jax,3065,"Spirit Visage",4,6,0.6667
Jax,3155,Hexdrinker,2,3,0.6667
Jax,1082,"Dark Seal",2,3,0.6667
Jax,3009,"Boots of Swiftness",2,3,0.6667
Jax,3053,"Sterak's Gage",90,146,0.6164
Jax,3091,"Wit's End",58,95,0.6105
Jax,3001,"Abyssal Mask",3,5,0.6000
Jax,1033,"Null-Magic Mantle",6,10,0.6000
Jax,2421,"Broken Stopwatch",7,12,0.5833
Jax,1037,Pickaxe,29,50,0.5800
Jax,1029,"Cloth Armor",11,19,0.5789
Jax,3071,"Black Cleaver",59,105,0.5619
Jax,3748,"Titanic Hydra",10,18,0.5556
Jax,3133,"Caulfield's Warhammer",32,58,0.5517
Jax,3181,Hullbreaker,44,82,0.5366
Jax,3076,"Bramble Vest",8,15,0.5333
Jax,3111,"Mercury's Treads",92,173,0.5318
Jax,6632,"Divine Sunderer",187,358,0.5223
Jax,3047,"Plated Steelcaps",157,312,0.5032
Jax,3153,"Blade of The Ruined King",172,342,0.5029
Jax,3078,"Trinity Force",116,231,0.5022
Jax,3140,"Quicksilver Sash",2,4,0.5000
Jax,3110,"Frozen Heart",4,8,0.5000
Jax,3024,"Glacial Buckler",1,2,0.5000
Jax,3143,"Randuin's Omen",8,16,0.5000
Jax,6675,"Navori Quickblades",1,2,0.5000
Jax,3044,Phage,47,96,0.4896
Jax,3158,"Ionian Boots of Lucidity",34,71,0.4789
Jax,1028,"Ruby Crystal",47,101,0.4653
Jax,1053,"Vampiric Scepter",19,42,0.4524
Jax,3123,"Executioner's Calling",16,36,0.4444
Jax,1043,"Recurve Bow",18,41,0.4390
Jax,3077,Tiamat,6,14,0.4286
Jax,3006,"Berserker's Greaves",17,40,0.4250
Jax,3066,"Winged Moonplate",2,5,0.4000
Jax,3082,"Warden's Mail",2,5,0.4000
Jax,6673,"Immortal Shieldbow",2,5,0.4000
Jax,1057,"Negatron Cloak",12,30,0.4000
Jax,1036,"Long Sword",30,81,0.3704
Jax,2422,"Slightly Magical Footwear",10,27,0.3704
Jax,3067,Kindlegem,32,90,0.3556
Jax,1001,Boots,13,39,0.3333
Jax,6631,Stridebreaker,1,3,0.3333
Jax,3051,"Hearthbound Axe",10,31,0.3226
Jax,6333,"Death's Dance",8,25,0.3200
Jax,3057,Sheen,13,42,0.3095
Jax,3075,Thornmail,2,7,0.2857
Jax,3508,"Essence Reaver",1,4,0.2500
Jax,3211,"Spectre's Cowl",1,4,0.2500
Jax,1042,Dagger,5,20,0.2500
Jax,1011,"Giant's Belt",3,13,0.2308
Jax,2420,Stopwatch,3,14,0.2143
Jayce,3053,"Sterak's Gage",1,1,1.0000
Jayce,1011,"Giant's Belt",1,1,1.0000
Jayce,3006,"Berserker's Greaves",2,2,1.0000
Jayce,3181,Hullbreaker,2,2,1.0000
Jayce,6630,Goredrinker,1,1,1.0000
Jayce,6631,Stridebreaker,1,1,1.0000
Jayce,3082,"Warden's Mail",1,1,1.0000
Jayce,3110,"Frozen Heart",1,1,1.0000
Jayce,3009,"Boots of Swiftness",4,5,0.8000
Jayce,3026,"Guardian Angel",28,37,0.7568
Jayce,3814,"Edge of Night",46,63,0.7302
Jayce,3142,"Youmuu's Ghostblade",15,21,0.7143
Jayce,3155,Hexdrinker,18,26,0.6923
Jayce,2421,"Broken Stopwatch",17,25,0.6800
Jayce,3004,Manamune,35,52,0.6731
Jayce,1031,"Chain Vest",2,3,0.6667
Jayce,6694,"Serylda's Grudge",133,202,0.6584
Jayce,3111,"Mercury's Treads",32,50,0.6400
Jayce,3035,"Last Whisper",66,115,0.5739
Jayce,3047,"Plated Steelcaps",87,152,0.5724
Jayce,1033,"Null-Magic Mantle",4,7,0.5714
Jayce,3042,Muramana,321,565,0.5681
Jayce,3156,"Maw of Malmortius",17,30,0.5667
Jayce,6695,"Serpent's Fang",94,169,0.5562
Jayce,2420,Stopwatch,10,18,0.5556
Jayce,1028,"Ruby Crystal",5,9,0.5556
Jayce,6692,Eclipse,434,818,0.5306
Jayce,3158,"Ionian Boots of Lucidity",282,539,0.5232
Jayce,3123,"Executioner's Calling",75,150,0.5000
Jayce,3140,"Quicksilver Sash",4,8,0.5000
Jayce,6609,"Chempunk Chainsword",31,62,0.5000
Jayce,1037,Pickaxe,19,38,0.5000
Jayce,1018,"Cloak of Agility",1,2,0.5000
Jayce,3071,"Black Cleaver",15,31,0.4839
Jayce,3133,"Caulfield's Warhammer",67,144,0.4653
Jayce,1036,"Long Sword",113,258,0.4380
Jayce,3134,"Serrated Dirk",65,157,0.4140
Jayce,3067,Kindlegem,2,5,0.4000
Jayce,3036,"Lord Dominik's Regards",3,8,0.3750
Jayce,6676,"The Collector",3,8,0.3750
Jayce,2422,"Slightly Magical Footwear",21,62,0.3387
Jayce,1038,"B. F. Sword",2,6,0.3333
Jayce,3070,"Tear of the Goddess",70,211,0.3318
Jayce,1001,Boots,9,31,0.2903
Jayce,1029,"Cloth Armor",2,8,0.2500
Jayce,1053,"Vampiric Scepter",4,26,0.1538
Jhin,1082,"Dark Seal",1,1,1.0000
Jhin,3085,"Runaan's Hurricane",1,1,1.0000
Jhin,3139,"Mercurial Scimitar",1,1,1.0000
Jhin,1029,"Cloth Armor",3,3,1.0000
Jhin,3108,"Fiendish Codex",1,1,1.0000
Jhin,3181,Hullbreaker,1,1,1.0000
Jhin,3508,"Essence Reaver",1,1,1.0000
Jhin,3142,"Youmuu's Ghostblade",2,2,1.0000
Jhin,1031,"Chain Vest",1,1,1.0000
Jhin,1043,"Recurve Bow",1,1,1.0000
Jhin,2421,"Broken Stopwatch",17,21,0.8095
Jhin,3158,"Ionian Boots of Lucidity",4,5,0.8000
Jhin,3072,Bloodthirster,11,15,0.7333
Jhin,2420,Stopwatch,10,14,0.7143
Jhin,7006,Typhoon,4,6,0.6667
Jhin,3140,"Quicksilver Sash",4,6,0.6667
Jhin,3095,Stormrazor,8,12,0.6667
Jhin,3031,"Infinity Edge",121,195,0.6205
Jhin,3047,"Plated Steelcaps",43,70,0.6143
Jhin,3094,"Rapid Firecannon",248,409,0.6064
Jhin,3026,"Guardian Angel",22,37,0.5946
Jhin,6695,"Serpent's Fang",41,69,0.5942
Jhin,1038,"B. F. Sword",73,126,0.5794
Jhin,6676,"The Collector",319,558,0.5717
Jhin,3111,"Mercury's Treads",9,16,0.5625
Jhin,6692,Eclipse,20,36,0.5556
Jhin,3033,"Mortal Reminder",11,20,0.5500
Jhin,3006,"Berserker's Greaves",13,24,0.5417
Jhin,1042,Dagger,36,68,0.5294
Jhin,6671,Galeforce,536,1052,0.5095
Jhin,3036,"Lord Dominik's Regards",118,233,0.5064
Jhin,3009,"Boots of Swiftness",499,997,0.5005
Jhin,6693,"Prowler's Claw",8,16,0.5000
Jhin,6672,"Kraken Slayer",1,2,0.5000
Jhin,6691,"Duskblade of Draktharr",2,4,0.5000
Jhin,3046,"Phantom Dancer",1,2,0.5000
Jhin,3086,Zeal,59,121,0.4876
Jhin,1037,Pickaxe,77,162,0.4753
Jhin,1018,"Cloak of Agility",121,265,0.4566
Jhin,3123,"Executioner's Calling",35,77,0.4545
Jhin,3134,"Serrated Dirk",55,125,0.4400
Jhin,1036,"Long Sword",78,178,0.4382
Jhin,3035,"Last Whisper",35,82,0.4268
Jhin,2015,"Kircheis Shard",27,64,0.4219
Jhin,1033,"Null-Magic Mantle",2,5,0.4000
Jhin,3155,Hexdrinker,2,6,0.3333
Jhin,6694,"Serylda's Grudge",1,3,0.3333
Jhin,3156,"Maw of Malmortius",1,4,0.2500
Jhin,1001,Boots,7,35,0.2000
Jhin,6670,Noonquiver,5,28,0.1786
Jinx,3082,"Warden's Mail",1,1,1.0000
Jinx,3051,"Hearthbound Axe",1,1,1.0000
Jinx,3009,"Boots of Swiftness",1,1,1.0000
Jinx,3143,"Randuin's Omen",2,2,1.0000
Jinx,6035,"Silvermere Dawn",1,1,1.0000
Jinx,1029,"Cloth Armor",3,3,1.0000
Jinx,2424,"Broken Stopwatch",1,1,1.0000
Jinx,3134,"Serrated Dirk",3,3,1.0000
Jinx,1057,"Negatron Cloak",3,3,1.0000
Jinx,2423,"Perfectly Timed Stopwatch",1,1,1.0000
Jinx,3191,"Seeker's Armguard",1,1,1.0000
Jinx,3153,"Blade of The Ruined King",1,1,1.0000
Jinx,3139,"Mercurial Scimitar",10,13,0.7692
Jinx,6676,"The Collector",6,8,0.7500
Jinx,2422,"Slightly Magical Footwear",2,3,0.6667
Jinx,1038,"B. F. Sword",115,176,0.6534
Jinx,3026,"Guardian Angel",24,39,0.6154
Jinx,2015,"Kircheis Shard",7,12,0.5833
Jinx,3047,"Plated Steelcaps",7,12,0.5833
Jinx,3046,"Phantom Dancer",191,334,0.5719
Jinx,2421,"Broken Stopwatch",23,41,0.5610
Jinx,3031,"Infinity Edge",176,316,0.5570
Jinx,1033,"Null-Magic Mantle",5,9,0.5556
Jinx,3094,"Rapid Firecannon",60,109,0.5505
Jinx,3140,"Quicksilver Sash",7,13,0.5385
Jinx,3036,"Lord Dominik's Regards",94,180,0.5222
Jinx,3072,Bloodthirster,16,31,0.5161
Jinx,6673,"Immortal Shieldbow",18,35,0.5143
Jinx,6671,Galeforce,74,145,0.5103
Jinx,6672,"Kraken Slayer",404,803,0.5031
Jinx,3095,Stormrazor,9,18,0.5000
Jinx,3155,Hexdrinker,4,8,0.5000
Jinx,3156,"Maw of Malmortius",3,6,0.5000
Jinx,3077,Tiamat,1,2,0.5000
Jinx,6691,"Duskblade of Draktharr",1,2,0.5000
Jinx,3006,"Berserker's Greaves",498,998,0.4990
Jinx,3085,"Runaan's Hurricane",158,326,0.4847
Jinx,1042,Dagger,60,124,0.4839
Jinx,1018,"Cloak of Agility",104,228,0.4561
Jinx,1037,Pickaxe,62,136,0.4559
Jinx,3091,"Wit's End",4,9,0.4444
Jinx,3035,"Last Whisper",33,76,0.4342
Jinx,2420,Stopwatch,15,35,0.4286
Jinx,3033,"Mortal Reminder",9,21,0.4286
Jinx,3123,"Executioner's Calling",33,78,0.4231
Jinx,3086,Zeal,51,123,0.4146
Jinx,1036,"Long Sword",53,139,0.3813
Jinx,1053,"Vampiric Scepter",5,14,0.3571
Jinx,6670,Noonquiver,13,47,0.2766
Jinx,1001,Boots,3,18,0.1667
Jinx,1031,"Chain Vest",1,9,0.1111
Kaisa,1082,"Dark Seal",1,1,1.0000
Kaisa,3748,"Titanic Hydra",1,1,1.0000
Kaisa,3095,Stormrazor,3,3,1.0000
Kaisa,3508,"Essence Reaver",3,3,1.0000
Kaisa,3153,"Blade of The Ruined King",2,2,1.0000
Kaisa,4629,"Cosmic Drive",1,1,1.0000
Kaisa,4633,Riftmaker,1,1,1.0000
Kaisa,3047,"Plated Steelcaps",1,1,1.0000
Kaisa,3105,"Aegis of the Legion",1,1,1.0000
Kaisa,6694,"Serylda's Grudge",1,1,1.0000
Kaisa,7006,Typhoon,1,1,1.0000
Kaisa,3124,"Guinsoo's Rageblade",7,8,0.8750
Kaisa,3155,Hexdrinker,5,6,0.8333
Kaisa,1031,"Chain Vest",6,8,0.7500
Kaisa,6673,"Immortal Shieldbow",7,10,0.7000
Kaisa,3157,"Zhonya's Hourglass",13,19,0.6842
Kaisa,3026,"Guardian Angel",87,128,0.6797
Kaisa,1029,"Cloth Armor",4,6,0.6667
Kaisa,1026,"Blasting Wand",2,3,0.6667
Kaisa,3156,"Maw of Malmortius",8,12,0.6667
Kaisa,2015,"Kircheis Shard",4,6,0.6667
Kaisa,2421,"Broken Stopwatch",62,98,0.6327
Kaisa,3091,"Wit's End",26,42,0.6190
Kaisa,3031,"Infinity Edge",176,289,0.6090
Kaisa,3072,Bloodthirster,11,19,0.5789
Kaisa,3085,"Runaan's Hurricane",90,156,0.5769
Kaisa,3036,"Lord Dominik's Regards",143,248,0.5766
Kaisa,1038,"B. F. Sword",123,219,0.5616
Kaisa,3094,"Rapid Firecannon",39,70,0.5571
Kaisa,2420,Stopwatch,41,74,0.5541
Kaisa,6676,"The Collector",409,740,0.5527
Kaisa,3033,"Mortal Reminder",54,98,0.5510
Kaisa,3086,Zeal,88,163,0.5399
Kaisa,3046,"Phantom Dancer",440,824,0.5340
Kaisa,3006,"Berserker's Greaves",843,1644,0.5128
Kaisa,6672,"Kraken Slayer",668,1303,0.5127
Kaisa,6671,Galeforce,199,397,0.5013
Kaisa,3814,"Edge of Night",1,2,0.5000
Kaisa,1053,"Vampiric Scepter",3,6,0.5000
Kaisa,3108,"Fiendish Codex",1,2,0.5000
Kaisa,1043,"Recurve Bow",2,4,0.5000
Kaisa,1042,Dagger,97,200,0.4850
Kaisa,3035,"Last Whisper",48,107,0.4486
Kaisa,3139,"Mercurial Scimitar",4,9,0.4444
Kaisa,1036,"Long Sword",151,344,0.4390
Kaisa,3140,"Quicksilver Sash",10,23,0.4348
Kaisa,7007,"Wyrmfallen Sacrifice",3,7,0.4286
Kaisa,1018,"Cloak of Agility",91,217,0.4194
Kaisa,3123,"Executioner's Calling",36,87,0.4138
Kaisa,1037,Pickaxe,101,255,0.3961
Kaisa,6695,"Serpent's Fang",17,48,0.3542
Kaisa,3134,"Serrated Dirk",105,298,0.3523
Kaisa,2422,"Slightly Magical Footwear",21,61,0.3443
Kaisa,1033,"Null-Magic Mantle",3,9,0.3333
Kaisa,1001,Boots,24,79,0.3038
Kaisa,3115,"Nashor's Tooth",5,19,0.2632
Kaisa,1052,"Amplifying Tome",1,4,0.2500
Kaisa,6670,Noonquiver,13,72,0.1806
Kaisa,3051,"Hearthbound Axe",1,7,0.1429
Kaisa,1057,"Negatron Cloak",1,8,0.1250
Kalista,3513,"Eye of the Herald",1,1,1.0000
Kalista,3094,"Rapid Firecannon",1,1,1.0000
Kalista,3065,"Spirit Visage",1,1,1.0000
Kalista,6676,"The Collector",2,2,1.0000
Kalista,1082,"Dark Seal",1,1,1.0000
Kalista,2421,"Broken Stopwatch",28,38,0.7368
Kalista,3139,"Mercurial Scimitar",10,14,0.7143
Kalista,3067,Kindlegem,6,9,0.6667
Kalista,1031,"Chain Vest",8,12,0.6667
Kalista,1011,"Giant's Belt",2,3,0.6667
Kalista,7008,Bloodward,2,3,0.6667
Kalista,6631,Stridebreaker,2,3,0.6667
Kalista,1038,"B. F. Sword",42,65,0.6462
Kalista,3033,"Mortal Reminder",16,25,0.6400
Kalista,3143,"Randuin's Omen",14,22,0.6364
Kalista,3036,"Lord Dominik's Regards",30,49,0.6122
Kalista,3031,"Infinity Edge",3,5,0.6000
Kalista,1037,Pickaxe,3,5,0.6000
Kalista,3072,Bloodthirster,62,106,0.5849
Kalista,3026,"Guardian Angel",35,63,0.5556
Kalista,6632,"Divine Sunderer",6,11,0.5455
Kalista,2420,Stopwatch,18,33,0.5455
Kalista,3140,"Quicksilver Sash",19,35,0.5429
Kalista,3085,"Runaan's Hurricane",247,457,0.5405
Kalista,1029,"Cloth Armor",7,13,0.5385
Kalista,3124,"Guinsoo's Rageblade",140,264,0.5303
Kalista,3082,"Warden's Mail",10,19,0.5263
Kalista,3748,"Titanic Hydra",3,6,0.5000
Kalista,3051,"Hearthbound Axe",9,18,0.5000
Kalista,8001,"Anathema's Chains",1,2,0.5000
Kalista,3111,"Mercury's Treads",1,2,0.5000
Kalista,3078,"Trinity Force",1,2,0.5000
Kalista,6673,"Immortal Shieldbow",369,748,0.4933
Kalista,3046,"Phantom Dancer",26,53,0.4906
Kalista,3091,"Wit's End",58,119,0.4874
Kalista,3006,"Berserker's Greaves",388,812,0.4778
Kalista,6677,Rageknife,41,86,0.4767
Kalista,3086,Zeal,44,93,0.4731
Kalista,3153,"Blade of The Ruined King",6,13,0.4615
Kalista,1057,"Negatron Cloak",10,22,0.4545
Kalista,1033,"Null-Magic Mantle",8,18,0.4444
Kalista,3047,"Plated Steelcaps",9,21,0.4286
Kalista,3035,"Last Whisper",11,28,0.3929
Kalista,3123,"Executioner's Calling",18,48,0.3750
Kalista,6672,"Kraken Slayer",6,16,0.3750
Kalista,3181,Hullbreaker,3,8,0.3750
Kalista,1018,"Cloak of Agility",33,89,0.3708
Kalista,1042,Dagger,80,226,0.3540
Kalista,1036,"Long Sword",27,77,0.3506
Kalista,1053,"Vampiric Scepter",36,107,0.3364
Kalista,6630,Goredrinker,1,3,0.3333
Kalista,3077,Tiamat,1,3,0.3333
Kalista,3044,Phage,2,6,0.3333
Kalista,1001,Boots,2,7,0.2857
Kalista,6695,"Serpent's Fang",1,4,0.2500
Kalista,6670,Noonquiver,6,34,0.1765
Kalista,1043,"Recurve Bow",1,7,0.1429
Karma,3031,"Infinity Edge",1,1,1.0000
Karma,7021,Starcaster,1,1,1.0000
Karma,4636,"Night Harvester",1,1,1.0000
Karma,3001,"Abyssal Mask",1,1,1.0000
Karma,3742,"Dead Man's Plate",1,1,1.0000
Karma,3075,Thornmail,1,1,1.0000
Karma,3109,"Knight's Vow",1,1,1.0000
Karma,3193,"Gargoyle Stoneplate",1,1,1.0000
Karma,1053,"Vampiric Scepter",1,1,1.0000
Karma,3040,"Seraph's Embrace",3,3,1.0000
Karma,3102,"Banshee's Veil",9,10,0.9000
Karma,3041,"Mejai's Soulstealer",62,76,0.8158
Karma,3082,"Warden's Mail",4,5,0.8000
Karma,3110,"Frozen Heart",7,9,0.7778
Karma,2423,"Perfectly Timed Stopwatch",3,4,0.7500
Karma,2420,Stopwatch,17,23,0.7391
Karma,4643,"Vigilant Wardstone",77,109,0.7064
Karma,4638,"Watchful Wardstone",6,9,0.6667
Karma,6656,Everfrost,12,18,0.6667
Karma,8001,"Anathema's Chains",2,3,0.6667
Karma,4629,"Cosmic Drive",20,31,0.6452
Karma,1058,"Needlessly Large Rod",9,14,0.6429
Karma,3504,"Ardent Censer",129,202,0.6386
Karma,3117,"Mobility Boots",14,22,0.6364
Karma,3107,Redemption,61,96,0.6354
Karma,3114,"Forbidden Idol",296,484,0.6116
Karma,3190,"Locket of the Iron Solari",12,20,0.6000
Karma,3222,"Mikael's Blessing",56,95,0.5895
Karma,6616,"Staff of Flowing Water",157,268,0.5858
Karma,1057,"Negatron Cloak",16,28,0.5714
Karma,3024,"Glacial Buckler",4,7,0.5714
Karma,6655,"Luden's Tempest",8,14,0.5714
Karma,3108,"Fiendish Codex",28,50,0.5600
Karma,3020,"Sorcerer's Shoes",10,18,0.5556
Karma,3157,"Zhonya's Hourglass",25,45,0.5556
Karma,3011,"Chemtech Putrifier",456,821,0.5554
Karma,3111,"Mercury's Treads",11,20,0.5500
Karma,1082,"Dark Seal",207,382,0.5419
Karma,4005,"Imperial Mandate",13,24,0.5417
Karma,6617,"Moonstone Renewer",218,415,0.5253
Karma,2065,"Shurelya's Battlesong",827,1596,0.5182
Karma,2421,"Broken Stopwatch",18,35,0.5143
Karma,3853,"Shard of True Ice",887,1725,0.5142
Karma,3860,"Bulwark of the Mountain",19,37,0.5135
Karma,3158,"Ionian Boots of Lucidity",1083,2128,0.5089
Karma,3191,"Seeker's Armguard",5,10,0.5000
Karma,1011,"Giant's Belt",1,2,0.5000
Karma,3859,"Targon's Buckler",4,8,0.5000
Karma,3850,"Spellthief's Edge",14,28,0.5000
Karma,3802,"Lost Chapter",2,4,0.5000
Karma,1052,"Amplifying Tome",244,498,0.4900
Karma,6653,"Liandry's Anguish",20,41,0.4878
Karma,1029,"Cloth Armor",9,19,0.4737
Karma,1033,"Null-Magic Mantle",9,19,0.4737
Karma,3009,"Boots of Swiftness",8,17,0.4706
Karma,3070,"Tear of the Goddess",6,13,0.4615
Karma,3047,"Plated Steelcaps",10,24,0.4167
Karma,1028,"Ruby Crystal",30,73,0.4110
Karma,3916,"Oblivion Orb",166,407,0.4079
Karma,4632,"Verdant Barrier",2,5,0.4000
Karma,3067,Kindlegem,80,208,0.3846
Karma,1004,"Faerie Charm",67,176,0.3807
Karma,3801,"Crystalline Bracer",1,3,0.3333
Karma,3076,"Bramble Vest",1,3,0.3333
Karma,3135,"Void Staff",1,3,0.3333
Karma,3089,"Rabadon's Deathcap",1,3,0.3333
Karma,4642,"Bandleglass Mirror",92,278,0.3309
Karma,3851,Frostfang,47,175,0.2686
Karma,2424,"Broken Stopwatch",2,8,0.2500
Karma,2422,"Slightly Magical Footwear",2,9,0.2222
Karma,1026,"Blasting Wand",1,5,0.2000
Karma,6662,"Frostfire Gauntlet",1,5,0.2000
Karma,1001,Boots,12,68,0.1765
Karthus,4629,"Cosmic Drive",3,3,1.0000
Karthus,3513,"Eye of the Herald",5,5,1.0000
Karthus,3145,"Hextech Alternator",2,2,1.0000
Karthus,7013,"Eye of Luden",2,2,1.0000
Karthus,3115,"Nashor's Tooth",1,1,1.0000
Karthus,3110,"Frozen Heart",1,1,1.0000
Karthus,3100,"Lich Bane",1,1,1.0000
Karthus,3111,"Mercury's Treads",1,1,1.0000
Karthus,3009,"Boots of Swiftness",1,1,1.0000
Karthus,3041,"Mejai's Soulstealer",88,106,0.8302
Karthus,3102,"Banshee's Veil",20,27,0.7407
Karthus,7012,"Liandry's Lament",4,6,0.6667
Karthus,3116,"Rylai's Crystal Scepter",14,21,0.6667
Karthus,3158,"Ionian Boots of Lucidity",2,3,0.6667
Karthus,1011,"Giant's Belt",17,26,0.6538
Karthus,3089,"Rabadon's Deathcap",109,171,0.6374
Karthus,1027,"Sapphire Crystal",7,11,0.6364
Karthus,3040,"Seraph's Embrace",7,11,0.6364
Karthus,3853,"Shard of True Ice",17,27,0.6296
Karthus,3165,Morellonomicon,131,218,0.6009
Karthus,4632,"Verdant Barrier",3,5,0.6000
Karthus,3135,"Void Staff",134,228,0.5877
Karthus,3157,"Zhonya's Hourglass",348,598,0.5819
Karthus,4637,"Demonic Embrace",81,141,0.5745
