matchUp,winRate,totalMatches,boots,faerieCharm,rejuvenationBead,giantsBelt,cloakOfAgility,blastingWand,sapphireCrystal,rubyCrystal,clothArmor,chainVest,nullMagicMantle,emberKnife,longSword,pickAxe,bfSword,hailBlade,dagger,recurveBow,amplifyingTome,vampiricScepter,doransShield,doransBlade,doransRing,negatronCloak,needlesslyLargeRod,darkSeal,cull,healthPotion,totalBiscuit,kircheisShard,refillablePot,corruptingPot,guardiansHorn,poroSnax,controlWard,shurelyasBattlesong,elixirIron,elixirSorcery,elixirWrath,minioDematerializer,commencingStopwatch,stopwatch,brokenStopwatch,magicalFootwear,timedStopwatch,abyssalMask,archangelsStaff,manamune,bersekersGreaves,bootsSwiftness,chemtechPutrifier,sorcerersShoes,glacialBuckler,guardianAngel,infinityEdge,mortalReminder,lastWhisper,dominiksRegards,seraphsEmbrace,mejaisSoulstealers,muramana,phage,phantomDancer,platedSteelcaps,zekesConvergence,hearthboundAxe,steraksGage,sheen,spiritVisage,wingedMoonplate,kindlegem,sunfireAegis,tearGoddess,blackCleaver,bloodthirster,ravenousHydra,thornmail,brambleVest,tiamat,trinityForce,wardensMail,warmogsArmor,runaanHurricane,zeal,rabadonDeathcap,witsEnd,rapidFirecannon,stormrazor,lichBane,bansheesVeil,aegisLegion,redemption,fiendishCodex,knightsVow,frozenHeart,mercuryTreads,guardiansOrb,aetherWisp,forbiddenIdol,nashorsTooth,rylaiScepter,mobilityBoots,executionersCalling,guinsoosRageblade,caulfieldWarhammer,serratedDirk,voidStaff,mercurialScimitar,quicksilverSash,youmuuGhostblade,randuinOmen,hextechAlternator,hextechRocketbelt,bladeRuinedKing,hexDrinker,mawOfMalmortius,zhonyaHourglass,ionianBoots,morellonomicon,guardiansBlade,umbralGlaive,hullbreaker,guardiansHammer,locketSolari,seekersArmguard,gargoyleStoneplate,spectresCowl,mikaelsBlessing,scarecrowEffigy,stealthWard,farsightAlternation,oracleLens,yourCut,ardentCenser,essenceReaver,eyeHerald,kalistaSpear,deadMansPlate,titanicHydra,crystallineBracer,lostChapter,edgeNight,spellthiefsEdge,frostFang,shardTrueIce,steelShoulderguards,runesteelSpaulders,pauldronsWhiterock,relicShield,targonBuckler,bulwarkMountain,spectralSickle,harrowingCrescent,blackMistScythe,oblivionOrb,imperialMandate,forceNature,goldenSpatula,horizonFocus,cosmicDrive,blightingJewel,verdantJewel,riftmaker,leechingLeer,nightHarvester,demonicEmbrace,watchfulWardstone,bandleglassMirror,vigilantWardstone,ironspikeWhip,silvermereDawn,deathsDance,chempunkChainsword,staffFlowingWater,moonstoneRenwer,goredrinker,stridebreaker,divineSunderer,liandrysAnguish,ludensTempest,everFrost,bamisCinder,frostfireGauntlet,turbochemtank,noonquiver,galeForce,krakenSlayer,immortalShieldbow,navoriQuickblades,theCollector,rageknife,duskbladeDraktharr,eclipse,prowersClaw,seryldasGrudge,serpentsFang,sandshrikesClaw,syzygy,draktharrShadowcarver,turbochargedHexperiment,forgefireCrest,rimeforgedGrasp,typhoon,wyrmfallenSacrifice,bloodward,icathiasCurse,vespertide,upgradedAeropack,liandrysLament,eyeLuden,eternalWinter,ceaselessHunger,dreamShatter,deicide,infinityForce,reliquaryGoldenDawn,shurelyasRequiem,starCaster,seatCommand,anathemasChains
leesin|viego,0.509434,106,0.00539084,0,0,0.00134771,0,0,0,0.0215633,0.00943396,0.00539084,0.00404313,0,0.0296496,0.0134771,0.00404313,0,0,0,0,0,0.0175202,0.0161725,0,0,0,0,0,0,0,0,0.0242588,0,0,0,0.0566038,0,0,0,0,0,0,0.0107817,0,0.00943396,0,0,0,0,0,0,0,0,0,0.0121294,0,0,0,0,0,0,0,0.0202156,0,0.0849057,0,0,0.0714286,0.00134771,0.00134771,0,0.00808625,0,0,0.0390836,0,0,0.00539084,0.00539084,0.00134771,0,0.00269542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242588,0,0,0,0,0,0,0.0161725,0,0.0175202,0.00134771,0,0,0,0,0.00134771,0,0,0,0.00134771,0.00269542,0,0.0161725,0,0,0,0.00134771,0,0,0,0,0.00269542,0,0,0.141509,0,0,0,0,0,0.00134771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134771,0.00269542,0.00539084,0,0,0.113208,0.0161725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121294,0,0.00134771,0.00269542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leesin|volibear,0.514286,35,0.00408163,0,0,0,0,0,0,0.0285714,0.00408163,0,0,0,0.0367347,0.0122449,0.00816326,0,0.00408163,0,0,0,0.0163265,0.0408163,0,0,0,0,0,0,0,0,0.0326531,0,0,0,0.0612245,0,0,0,0,0,0,0.00408163,0,0.00408163,0,0,0,0,0,0,0,0,0,0.00816326,0,0,0,0,0,0,0,0.00816326,0,0.0816327,0,0,0.0612245,0,0.00816326,0,0.0204082,0,0,0.0244898,0,0,0,0.0285714,0,0,0.00408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326531,0,0,0,0,0,0,0.0204082,0,0.0163265,0,0,0,0,0,0,0,0,0,0,0,0,0.0204082,0,0,0,0.00408163,0,0,0,0,0.00408163,0,0,0.138776,0,0,0,0,0,0.00408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408163,0,0,0,0.106122,0.0204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leesin|yasuo,0.641026,39,0,0,0,0.003663,0,0,0,0.029304,0.003663,0.010989,0,0,0.018315,0.014652,0.00732601,0,0,0,0,0,0.014652,0.018315,0,0,0,0,0,0,0,0,0.018315,0,0,0,0.0512821,0,0,0,0,0,0,0.003663,0,0.003663,0,0,0,0,0,0,0,0,0,0.014652,0,0,0,0,0,0,0,0.014652,0,0.10989,0,0,0.0622711,0,0.00732601,0,0.010989,0,0,0.029304,0,0.003663,0.003663,0.00732601,0.003663,0,0.00732601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989,0,0,0,0,0,0,0.003663,0,0.018315,0.003663,0,0,0,0.003663,0.00732601,0,0,0,0,0,0,0.018315,0,0,0,0,0,0,0,0,0,0,0,0.139194,0,0,0,0,0,0.003663,0,0,0,0,0,0.003663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663,0.00732601,0.014652,0,0,0.124542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018315,0,0.003663,0.021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663
leesin|yuumi,0.53125,32,0.00892857,0,0,0,0,0,0,0.0446429,0,0.00892857,0,0,0.0133929,0.0178571,0,0,0,0,0,0,0.0178571,0.0178571,0,0,0,0,0,0,0,0,0.0223214,0,0,0,0.0758929,0,0,0,0,0,0,0.00892857,0,0.00446429,0,0,0,0,0,0,0,0,0,0.00892857,0,0,0,0,0,0,0,0.0267857,0,0.0758929,0,0,0.0401786,0,0.00892857,0,0.00446429,0,0,0.03125,0,0,0.00446429,0.00892857,0,0,0,0,0,0,0,0.00446429,0,0,0,0,0,0,0,0,0,0.0178571,0,0,0,0,0,0,0.0223214,0,0.0267857,0,0,0,0,0.00446429,0.00446429,0,0,0,0,0.00446429,0,0.03125,0,0,0.00446429,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.00446429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571,0,0,0.102679,0.0223214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leesin|ziggs,0.509804,51,0.00840336,0,0,0,0,0,0,0.0392157,0.00840336,0,0,0.00280112,0.022409,0.0336134,0.00560224,0,0,0,0,0,0.0112045,0.0308123,0,0.00280112,0,0,0,0,0,0,0.0252101,0,0,0,0.070028,0,0,0,0,0,0,0.00280112,0,0.00560224,0,0,0,0,0,0,0,0,0,0.022409,0,0,0,0,0,0,0,0.0280112,0,0.0728291,0,0,0.0532213,0,0.00560224,0,0.00560224,0,0,0.0392157,0,0.00280112,0,0.00560224,0,0,0.00560224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280112,0,0,0,0,0,0,0.0168067,0,0.0112045,0.00280112,0,0,0,0,0,0,0,0,0.00280112,0,0,0.0252101,0,0,0,0,0,0,0,0,0.00280112,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840336,0,0,0.134454,0.00280112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280112,0,0,0.00280112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leona|diana,0.565217,23,0,0,0,0.0248447,0,0,0.0372671,0.0186335,0.0248447,0,0.0248447,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0.0248447,0,0,0,0.0993789,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0.0186335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496894,0.00621118,0,0,0,0,0,0.0807453,0,0,0,0,0,0,0.0124224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248447,0,0,0,0,0,0.0310559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124224,0,0,0,0,0,0.10559,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0.0124224,0,0,0,0,0,0,0.0248447,0.0310559,0,0.0248447,0.0559006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248447
leona|kaisa,0.541667,24,0,0,0,0.0238095,0,0,0,0.0119048,0.0297619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571,0,0,0,0,0,0,0.0178571,0,0,0,0.0952381,0,0,0,0,0,0,0,0,0,0,0.00595238,0,0,0,0.00595238,0,0,0.00595238,0,0,0,0,0,0,0,0,0,0,0.0952381,0,0,0,0,0,0,0.0714286,0,0,0,0,0,0.00595238,0.00595238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238,0,0.0119048,0,0,0,0,0,0.0297619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119048,0,0,0,0,0,0,0.119048,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0.0119048,0,0,0,0,0,0,0.0178571,0.047619,0,0.0357143,0.0416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571
leona|leesin,0.595238,42,0,0,0,0.0306122,0,0,0,0.0272109,0.0272109,0,0.0136054,0,0,0,0,0,0,0,0,0,0,0,0,0.00680272,0,0,0,0.00340136,0,0,0.0170068,0,0,0,0.0918367,0,0,0,0,0,0,0,0,0,0,0.00680272,0,0,0,0.0272109,0,0,0.0136054,0,0,0,0,0,0,0,0,0,0,0.0510204,0.00340136,0,0,0,0,0,0.0544218,0,0,0,0,0,0.00680272,0.0408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136,0.00340136,0,0,0.0170068,0,0,0,0,0,0.0408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136,0,0,0,0,0,0.108844,0.00340136,0.00340136,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136,0.0204082,0.0612245,0,0.0238095,0.0340136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136,0.00340136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102041
leona|nautilus,0.621622,37,0,0,0,0.019305,0,0,0,0.011583,0.034749,0,0.023166,0,0,0,0,0,0,0,0,0,0,0,0,0.00772201,0,0,0,0,0.003861,0,0.019305,0,0,0,0.0965251,0,0,0,0,0,0,0.003861,0,0,0.003861,0.015444,0,0,0,0.003861,0,0,0.00772201,0,0,0,0,0,0,0,0,0,0,0.0733591,0.00772201,0,0,0,0,0,0.050193,0,0,0,0,0,0,0.011583,0,0,0.003861,0.003861,0,0,0,0,0,0,0,0,0,0,0.00772201,0,0.003861,0.042471,0,0,0,0,0,0.011583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003861,0.00772201,0,0,0,0,0,0.108108,0.00772201,0,0,0,0,0,0,0.138996,0,0,0,0,0,0,0,0.003861,0,0,0,0,0,0,0.019305,0.050193,0,0.027027,0.042471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019305
leona|sylas,0.62069,29,0,0,0,0.0344828,0,0,0,0.0295567,0.00985222,0,0.0147783,0,0,0,0,0,0,0,0.00492611,0,0,0,0,0.0197044,0,0,0,0,0.00492611,0,0.0197044,0,0,0,0.0837438,0,0,0,0,0,0,0.00492611,0,0,0,0.00492611,0,0,0,0.00985222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394089,0.00492611,0,0,0,0,0,0.0197044,0,0,0,0,0,0.0197044,0.0246305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492611,0.00492611,0,0,0.0344828,0,0,0,0,0,0.0492611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492611,0.00492611,0,0,0,0,0,0.1133,0.00492611,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295567,0.0492611,0,0.0147783,0.044335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492611,0,0,0,0,0,0,0,0,0,0,0,0,0.00492611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985222
lucian|akali,0.625,32,0.0133929,0,0,0,0.0178571,0,0,0,0,0.00446429,0,0,0.0535714,0,0.0223214,0,0,0,0,0,0,0.0982143,0,0.00446429,0,0,0,0,0,0,0.0133929,0.00892857,0,0,0.0223214,0,0,0,0,0,0,0.00446429,0,0.0133929,0,0,0,0.00446429,0.0357143,0,0,0,0,0.00892857,0.00892857,0,0.0178571,0.00892857,0,0,0,0,0,0.0133929,0,0.00446429,0,0.00892857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892857,0,0,0,0,0,0,0.00446429,0,0.0178571,0,0,0,0,0,0,0,0,0,0.0223214,0.00446429,0,0.0535714,0,0,0,0,0,0,0,0,0,0,0,0.0223214,0.107143,0.0133929,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107143,0.0178571,0,0.00892857,0.00446429,0,0,0.00892857,0,0.0446429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucian|diana,0.538462,26,0,0,0,0,0.0164835,0,0,0,0.00549451,0,0,0,0.021978,0.0164835,0.0164835,0,0,0,0,0,0,0.0934066,0,0,0,0,0.00549451,0,0,0,0.021978,0.010989,0,0,0.032967,0,0,0,0,0,0,0,0,0.010989,0,0,0,0,0.043956,0,0,0,0,0,0.021978,0,0.0274725,0,0,0,0,0,0,0.0274725,0,0,0,0.010989,0,0,0,0,0.00549451,0,0,0,0,0,0,0,0,0,0,0.00549451,0,0,0,0,0,0,0,0,0,0,0,0.010989,0,0,0,0,0,0,0.0164835,0,0.0274725,0,0,0,0,0,0,0,0,0,0.0164835,0,0,0.043956,0,0,0,0,0,0,0,0,0,0,0,0.0384615,0.0989011,0.00549451,0,0,0.0824176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549451,0.0989011,0.0274725,0.00549451,0,0,0,0,0,0,0.032967,0.00549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucian|draven,0.521739,23,0.0124224,0,0,0,0.0186335,0,0,0,0,0.00621118,0,0,0.0372671,0.0124224,0.00621118,0,0,0,0,0,0,0.0869565,0,0,0,0,0.00621118,0,0,0,0.0124224,0.00621118,0,0,0.0124224,0,0,0,0,0,0,0.0124224,0,0,0,0,0,0.00621118,0.0496894,0,0,0,0,0,0.0124224,0.00621118,0.0124224,0.00621118,0,0,0,0,0.00621118,0.0372671,0,0,0,0.0248447,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124224,0,0,0,0,0,0,0.0124224,0,0.0372671,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0.0310559,0,0,0,0,0,0,0,0,0,0,0,0.0186335,0.111801,0.0124224,0,0,0.0559006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0.0931677,0.0310559,0,0,0.00621118,0,0,0.00621118,0,0.0745342,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucian|kalista,0.619048,21,0.00680272,0,0,0,0.00680272,0,0,0,0,0,0,0,0.0204082,0.00680272,0.00680272,0,0,0,0,0,0,0.0612245,0,0,0,0,0,0,0,0,0,0.0204082,0,0,0.047619,0,0,0,0,0,0,0.0136054,0,0,0,0,0,0,0.047619,0,0,0,0,0.0136054,0.0340136,0,0.0136054,0.0136054,0,0,0,0,0,0.0204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136054,0,0,0,0,0,0,0,0,0,0,0,0.0136054,0,0,0,0,0,0,0.00680272,0,0.00680272,0,0,0,0,0,0,0,0,0,0.0136054,0,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0.0204082,0.108844,0.0136054,0,0,0.0952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122449,0.00680272,0.00680272,0.00680272,0,0,0,0,0,0.0748299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucian|leblanc,0.565217,23,0.00621118,0,0,0,0.0124224,0,0,0,0,0,0,0,0.0496894,0.00621118,0.00621118,0,0,0,0,0,0,0.0621118,0,0,0,0,0.00621118,0,0,0,0,0.0434783,0,0,0.0248447,0,0,0,0,0,0,0,0,0.0124224,0,0,0,0,0.0186335,0,0,0,0,0.0124224,0.0124224,0,0.00621118,0,0,0,0,0,0,0.0124224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0.0124224,0,0,0,0,0,0,0.00621118,0,0.0124224,0,0,0,0,0,0,0,0,0,0.0248447,0.0186335,0,0.0745342,0,0,0,0,0,0,0,0,0,0,0,0.0186335,0.124224,0,0,0,0.0993789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0.0745342,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucian|sett,0.571429,35,0.0122449,0,0,0,0.0367347,0,0,0,0,0,0,0,0.0326531,0.00816326,0.0204082,0,0,0,0,0,0,0.0816327,0,0,0,0,0.00816326,0,0,0,0.00816326,0.0163265,0,0,0.0122449,0,0,0,0,0,0,0.00408163,0,0,0,0,0,0,0.0285714,0,0,0,0,0.0122449,0.0163265,0.00408163,0.00816326,0,0,0,0,0,0,0.0285714,0,0,0,0.0122449,0,0,0,0,0.00408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122449,0,0,0,0,0,0,0.00816326,0,0.0122449,0,0,0,0,0,0,0,0,0,0.00408163,0,0,0.0571429,0,0,0,0,0,0,0,0,0,0,0,0.044898,0.0816327,0.0163265,0,0,0.0938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122449,0.0897959,0.0367347,0,0,0,0.00408163,0,0,0,0.0734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucian|tristana,0.6,25,0,0,0,0,0.0171429,0,0,0,0,0,0,0,0.0514286,0.0285714,0.0342857,0,0,0,0,0,0,0.08,0,0,0,0,0.00571429,0,0,0,0.0228571,0.0285714,0,0,0.0285714,0,0,0,0,0,0,0.00571429,0,0,0,0,0,0,0.0285714,0,0,0,0,0,0.00571429,0,0.0114286,0,0,0,0,0,0.00571429,0.0457143,0,0,0,0.0114286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228571,0,0,0,0,0,0,0.00571429,0,0.04,0,0,0,0,0,0,0,0,0,0.00571429,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.0571429,0.0857143,0,0,0,0.0742857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571429,0.125714,0.0114286,0,0,0,0,0,0,0,0.0571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucian|yone,0.52381,21,0.0136054,0,0,0,0.00680272,0,0,0,0,0,0,0,0.0408163,0.0136054,0.0204082,0,0,0,0,0,0,0.0748299,0,0,0,0,0.0136054,0,0,0,0.0340136,0,0,0,0.0136054,0,0,0,0,0,0,0.00680272,0,0.0204082,0,0,0,0,0.0408163,0,0,0,0,0.00680272,0.00680272,0.00680272,0.0136054,0.00680272,0,0,0,0,0,0.0136054,0,0,0,0.0204082,0,0,0,0,0,0.00680272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680272,0,0,0,0,0,0,0,0,0.0272109,0,0,0,0.0136054,0,0,0,0,0,0,0,0,0.0408163,0,0,0,0,0,0,0,0,0,0,0,0.0408163,0.102041,0,0,0,0.0544218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952381,0.0408163,0,0,0.0136054,0,0,0,0,0.0544218,0.00680272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lulu|aphelios,0.612903,31,0.00460829,0.0184332,0,0,0,0,0,0.00921659,0,0,0,0,0,0,0,0,0,0,0.0506912,0,0,0,0.00921659,0.00921659,0,0.0230415,0,0,0,0,0.0184332,0.0138249,0,0,0.0368664,0.105991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046083,0,0,0,0,0,0,0,0,0.00921659,0,0,0,0,0,0,0,0,0,0,0.00921659,0,0.00460829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138249,0,0,0,0,0,0,0,0,0,0.0276498,0,0.0230415,0.0184332,0.101382,0,0.0184332,0,0,0,0,0,0,0,0,0,0.0138249,0.0645161,0,0,0,0,0,0.0138249,0,0,0,0.0230415,0,0,0,0,0,0,0,0,0,0,0,0,0.0138249,0,0,0,0,0,0.0230415,0.0230415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lulu|diana,0.592593,27,0,0.021164,0,0,0,0,0,0,0,0,0.00529101,0,0,0,0,0,0,0,0.042328,0,0,0,0.00529101,0,0,0.026455,0,0,0,0,0.026455,0.026455,0,0,0.0793651,0.116402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619,0,0,0,0,0,0,0,0,0.010582,0,0,0,0.00529101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010582,0,0,0,0.00529101,0,0,0.042328,0,0,0.00529101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126984,0,0,0,0,0,0,0,0,0,0,0,0.015873,0.015873,0.111111,0,0.010582,0,0,0,0,0,0,0,0,0,0.00529101,0.0793651,0,0,0,0,0,0.026455,0,0,0,0.015873,0,0,0,0,0.00529101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010582,0.026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lulu|gwen,0.681818,22,0.00649351,0.0324675,0.038961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649351,0,0,0,0.00649351,0,0,0.025974,0,0.00649351,0,0,0.012987,0.012987,0,0,0.0324675,0.0974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123377,0,0,0,0,0,0,0,0,0,0.00649351,0,0.025974,0.012987,0.103896,0,0.0194805,0,0,0,0,0,0,0,0,0.00649351,0,0.0844156,0,0,0,0,0,0.012987,0,0,0,0.025974,0,0,0,0,0.00649351,0,0,0,0,0,0,0,0.00649351,0,0,0,0,0,0.012987,0.0324675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
